Genus,Trait_group,Trait,Trait_affinity
Postelichus,Voltinism_abbrev,Semivoltine,0.25
Postelichus,Voltinism_abbrev,Univoltine,0.75
Potamanthus,Emerge_season_1,Spring,1
Potamanthus,Emerge_season_2,Summer,1
Potamanthus,Feed_prim_abbrev,CG,1
Potamanthus,Habit_prim,Clinger,1
Potamanthus,Max_body_size_abbrev,Medium,1
Potamanthus,Resp_abbrev,Gills,1
Potamanthus,Rheophily_abbrev,depo,1
Potamanthus,Voltinism_abbrev,Univoltine,1
Potamyia,AdultFlyingStrength_abbrev,Strong,1
Potamyia,Emerge_season_1,Spring,0.5
Potamyia,Emerge_season_1,Summer,0.375
Potamyia,Emerge_season_1,Winter,0.125
Potamyia,Emerge_season_2,Fall,0.333333333
Potamyia,Emerge_season_2,Summer,0.666666667
Potamyia,Emerge_synch_abbrev,Well,1
Potamyia,Feed_mode_sec,HB,1
Potamyia,Feed_prim_abbrev,CF,0.875
Potamyia,Feed_prim_abbrev,CG,0.125
Potamyia,Female_disp_abbrev,High,1
Potamyia,Habit_prim,Burrower,0.4
Potamyia,Habit_prim,Clinger,0.6
Potamyia,Max_body_size_abbrev,Medium,0.833333333
Potamyia,Max_body_size_abbrev,Small,0.166666667
Potamyia,Resp_abbrev,Gills,0.666666667
Potamyia,Resp_abbrev,Tegument,0.333333333
Potamyia,Rheophily_abbrev,depo,0.333333333
Potamyia,Rheophily_abbrev,eros,0.666666667
Potamyia,Thermal_pref,Cold-cool eurythermal (0-15 C),0.111111111
Potamyia,Thermal_pref,Cool-warm eurythermal (5-30 C),0.333333333
Potamyia,Thermal_pref,Warm eurythermal (15-30 C),0.555555556
Potamyia,Voltinism_abbrev,Bi_multivoltine,0.428571429
Potamyia,Voltinism_abbrev,Univoltine,0.571428571
Potthastia,Emerge_season_1,Winter,1
Potthastia,Emerge_season_2,Spring,1
Potthastia,Feed_mode_sec,HB,1
Potthastia,Feed_prim_abbrev,CG,1
Potthastia,Habit_prim,Sprawler,1
Potthastia,Rheophily_abbrev,eros,1
Potthastia,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Prionocera,Feed_prim_abbrev,SH,1
Prionocera,Habit_prim,Clinger,1
Prionocyphon,Feed_prim_abbrev,CF,1
Prionocyphon,Max_body_size_abbrev,Small,1
Probezzia,AdultFlyingStrength_abbrev,Weak,1
Probezzia,Emerge_synch_abbrev,Poorly,1
Probezzia,Feed_prim_abbrev,PR,1
Probezzia,Female_disp_abbrev,Low,1
Probezzia,Habit_prim,Burrower,0.5
Probezzia,Habit_prim,Sprawler,0.5
Probezzia,Habit_sec,Planktonic,1
Probezzia,Max_body_size_abbrev,Small,1
Probezzia,Resp_abbrev,Tegument,1
Probezzia,Rheophily_abbrev,depo_eros,1
Probezzia,Thermal_pref,Warm eurythermal (15-30 C),1
Probezzia,Voltinism_abbrev,Bi_multivoltine,0.666666667
Probezzia,Voltinism_abbrev,Univoltine,0.333333333
Procladius,AdultFlyingStrength_abbrev,Strong,1
Procladius,Emerge_season_1,Spring,0.428571429
Procladius,Emerge_season_1,Winter,0.571428571
Procladius,Emerge_season_2,Fall,0.6
Procladius,Emerge_season_2,Summer,0.4
Procladius,Feed_mode_sec,CG,1
Procladius,Feed_prim_abbrev,PR,1
Procladius,Habit_prim,Sprawler,1
Procladius,Max_body_size_abbrev,Small,1
Procladius,Resp_abbrev,Tegument,1
Procladius,Rheophily_abbrev,depo,0.285714286
Procladius,Rheophily_abbrev,depo_eros,0.714285714
Procladius,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Procladius,Thermal_pref,Warm eurythermal (15-30 C),0.5
Procladius,Voltinism_abbrev,Bi_multivoltine,1
Proclinopyga,Feed_prim_abbrev,PR,1
Proclinopyga,Habit_prim,Sprawler,1
Proclinopyga,Habit_sec,Burrower,1
Procloeon,AdultFlyingStrength_abbrev,Weak,1
Procloeon,Emerge_season_1,Spring,0.285714286
Procloeon,Emerge_season_1,Summer,0.571428571
Procloeon,Emerge_season_1,Winter,0.142857143
Procloeon,Emerge_season_2,Fall,0.444444444
Procloeon,Emerge_season_2,Spring,0.222222222
Procloeon,Emerge_season_2,Summer,0.333333333
Procloeon,Emerge_synch_abbrev,Poorly,1
Procloeon,Feed_mode_sec,HB,0.5
Procloeon,Feed_mode_sec,SH,0.5
Procloeon,Feed_prim_abbrev,CG,0.857142857
Procloeon,Feed_prim_abbrev,HB,0.142857143
Procloeon,Female_disp_abbrev,Low,1
Procloeon,Habit_prim,Clinger,0.285714286
Procloeon,Habit_prim,Swimmer,0.714285714
Procloeon,Habit_sec,Clinger,1
Procloeon,Max_body_size_abbrev,Medium,0.166666667
Procloeon,Max_body_size_abbrev,Small,0.833333333
Procloeon,Resp_abbrev,Gills,1
Procloeon,Rheophily_abbrev,depo,0.25
Procloeon,Rheophily_abbrev,depo_eros,0.5
Procloeon,Rheophily_abbrev,eros,0.25
Procloeon,Thermal_pref,Cold-cool eurythermal (0-15 C),0.428571429
Procloeon,Thermal_pref,Cool-warm eurythermal (5-30 C),0.428571429
Procloeon,Thermal_pref,Warm eurythermal (15-30 C),0.142857143
Procloeon,Voltinism_abbrev,Bi_multivoltine,1
Prodiamesa,Emerge_season_1,Summer,0.5
Prodiamesa,Emerge_season_1,Winter,0.5
Prodiamesa,Emerge_season_2,Fall,0.5
Prodiamesa,Emerge_season_2,Summer,0.5
Prodiamesa,Feed_prim_abbrev,CG,1
Prodiamesa,Habit_prim,Burrower,1
Prodiamesa,Habit_sec,Sprawler,1
Prodiamesa,Rheophily_abbrev,depo_eros,1
Prodiamesa,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Prodiamesa,Voltinism_abbrev,Univoltine,1
Progomphus,AdultFlyingStrength_abbrev,Strong,1
Progomphus,Emerge_season_1,Spring,0.541666667
Progomphus,Emerge_season_1,Summer,0.458333333
Progomphus,Emerge_season_2,Fall,0.434782609
Progomphus,Emerge_season_2,Summer,0.565217391
Progomphus,Emerge_synch_abbrev,Well,1
Progomphus,Feed_prim_abbrev,PR,1
Progomphus,Female_disp_abbrev,Low,1
Progomphus,Habit_prim,Burrower,0.9
Progomphus,Habit_prim,Clinger,0.1
Progomphus,Habit_sec,Burrower,1
Progomphus,Max_body_size_abbrev,Large,0.428571429
Progomphus,Max_body_size_abbrev,Medium,0.571428571
Progomphus,Resp_abbrev,Gills,1
Progomphus,Rheophily_abbrev,depo,0.571428571
Progomphus,Rheophily_abbrev,depo_eros,0.380952381
Progomphus,Rheophily_abbrev,eros,0.047619048
Progomphus,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Progomphus,Voltinism_abbrev,Semivoltine,0.555555556
Progomphus,Voltinism_abbrev,Univoltine,0.444444444
Pronoterus,Feed_prim_abbrev,PR,1
Pronoterus,Habit_prim,Climber,1
Pronoterus,Voltinism_abbrev,Univoltine,1
Prosimulium,AdultFlyingStrength_abbrev,Strong,1
Prosimulium,Emerge_season_1,Spring,0.5
Prosimulium,Emerge_season_1,Winter,0.5
Prosimulium,Emerge_season_2,Spring,1
Prosimulium,Emerge_synch_abbrev,Well,1
Prosimulium,Feed_prim_abbrev,CF,1
Prosimulium,Female_disp_abbrev,Low,1
Prosimulium,Habit_prim,Clinger,1
Prosimulium,Max_body_size_abbrev,Small,1
Prosimulium,Resp_abbrev,Tegument,1
Prosimulium,Rheophily_abbrev,eros,1
Prosimulium,Thermal_pref,Cold stenothermal (<5 C),1
Prosimulium,Voltinism_abbrev,Bi_multivoltine,0.25
Prosimulium,Voltinism_abbrev,Univoltine,0.75
Prostoia,AdultFlyingStrength_abbrev,Weak,1
Prostoia,Emerge_season_1,Spring,0.5
Prostoia,Emerge_season_1,Winter,0.5
Prostoia,Emerge_season_2,Spring,0.5
Prostoia,Emerge_season_2,Summer,0.5
Prostoia,Emerge_synch_abbrev,Well,1
Prostoia,Feed_prim_abbrev,SH,1
Prostoia,Female_disp_abbrev,Low,1
Prostoia,Habit_prim,Sprawler,1
Prostoia,Max_body_size_abbrev,Small,1
Prostoia,Resp_abbrev,Tegument,1
Prostoia,Rheophily_abbrev,depo_eros,0.833333333
Prostoia,Rheophily_abbrev,eros,0.166666667
Prostoia,Thermal_pref,Cold stenothermal (<5 C),0.333333333
Prostoia,Thermal_pref,Cold-cool eurythermal (0-15 C),0.166666667
Prostoia,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Prostoia,Voltinism_abbrev,Univoltine,1
Protanyderus,Habit_prim,Sprawler,1
Protanyderus,Habit_sec,Burrower,1
Protanyderus,Rheophily_abbrev,eros,1
Protanypus,Emerge_season_1,Winter,1
Protanypus,Emerge_season_2,Spring,1
Protanypus,Feed_prim_abbrev,PR,1
Protanypus,Max_body_size_abbrev,Medium,1
Protanypus,Rheophily_abbrev,depo,1
Protanypus,Thermal_pref,Cold stenothermal (<5 C),0.333333333
Protanypus,Thermal_pref,Cold-cool eurythermal (0-15 C),0.666666667
Protanypus,Voltinism_abbrev,Bi_multivoltine,1
Protochauliodes,Feed_prim_abbrev,PR,1
Protochauliodes,Habit_prim,Clinger,1
Protochauliodes,Habit_sec,Climber,1
Protoplasa,Habit_prim,Sprawler,1
Protoptila,AdultFlyingStrength_abbrev,Weak,1
Protoptila,Emerge_season_1,Fall,0.058823529
Protoptila,Emerge_season_1,Spring,0.588235294
Protoptila,Emerge_season_1,Summer,0.352941176
Protoptila,Emerge_season_2,Fall,0.357142857
Protoptila,Emerge_season_2,Spring,0.071428571
Protoptila,Emerge_season_2,Summer,0.571428571
Protoptila,Emerge_synch_abbrev,Well,1
Protoptila,Feed_mode_sec,CG,1
Protoptila,Feed_prim_abbrev,HB,1
Protoptila,Female_disp_abbrev,Low,1
Protoptila,Habit_prim,Clinger,1
Protoptila,Max_body_size_abbrev,Small,1
Protoptila,Resp_abbrev,Tegument,1
Protoptila,Rheophily_abbrev,depo,0.25
Protoptila,Rheophily_abbrev,eros,0.75
Protoptila,Thermal_pref,Cold-cool eurythermal (0-15 C),0.166666667
Protoptila,Thermal_pref,Cool-warm eurythermal (5-30 C),0.333333333
Protoptila,Thermal_pref,Warm eurythermal (15-30 C),0.5
Protoptila,Voltinism_abbrev,Univoltine,1
Psectrocladius,AdultFlyingStrength_abbrev,Strong,1
Psectrocladius,Emerge_season_1,Winter,1
Psectrocladius,Emerge_season_2,Fall,0.5
Psectrocladius,Emerge_season_2,Summer,0.5
Psectrocladius,Feed_mode_sec,SH,1
Psectrocladius,Feed_prim_abbrev,CG,1
Psectrocladius,Habit_prim,Clinger,0.2
Psectrocladius,Habit_prim,Sprawler,0.8
Psectrocladius,Habit_sec,Burrower,1
Psectrocladius,Max_body_size_abbrev,Medium,0.5
Psectrocladius,Max_body_size_abbrev,Small,0.5
Psectrocladius,Resp_abbrev,Tegument,1
Psectrocladius,Rheophily_abbrev,depo_eros,0.75
Psectrocladius,Rheophily_abbrev,eros,0.25
Psectrocladius,Thermal_pref,Cool-warm eurythermal (5-30 C),0.333333333
Psectrocladius,Thermal_pref,Warm eurythermal (15-30 C),0.666666667
Psectrocladius,Voltinism_abbrev,Bi_multivoltine,0.666666667
Psectrocladius,Voltinism_abbrev,Univoltine,0.333333333
Psectrotanypus,Emerge_season_1,Spring,0.5
Psectrotanypus,Emerge_season_1,Winter,0.5
Psectrotanypus,Emerge_season_2,Fall,1
Psectrotanypus,Feed_prim_abbrev,PR,1
Psectrotanypus,Habit_prim,Sprawler,1
Psectrotanypus,Rheophily_abbrev,depo_eros,0.75
Psectrotanypus,Rheophily_abbrev,eros,0.25
Psectrotanypus,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Psephenus,AdultFlyingStrength_abbrev,Weak,1
Psephenus,Emerge_synch_abbrev,Well,1
Psephenus,Feed_prim_abbrev,HB,1
Psephenus,Female_disp_abbrev,Low,1
Psephenus,Habit_prim,Burrower,0.2
Psephenus,Habit_prim,Clinger,0.8
Psephenus,Max_body_size_abbrev,Medium,0.833333333
Psephenus,Max_body_size_abbrev,Small,0.166666667
Psephenus,Resp_abbrev,Gills,1
Psephenus,Rheophily_abbrev,eros,1
Psephenus,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Psephenus,Voltinism_abbrev,Semivoltine,1
Pseudacteon,AdultFlyingStrength_abbrev,Weak,1
Pseudacteon,Emerge_synch_abbrev,Well,1
Pseudacteon,Feed_prim_abbrev,PA,1
Pseudacteon,Max_body_size_abbrev,Small,1
Pseudiron,AdultFlyingStrength_abbrev,Weak,1
Pseudiron,Emerge_season_1,Spring,0.5
Pseudiron,Emerge_season_1,Summer,0.5
Pseudiron,Emerge_season_2,Spring,0.5
Pseudiron,Emerge_season_2,Summer,0.5
Pseudiron,Emerge_synch_abbrev,Well,1
Pseudiron,Feed_prim_abbrev,PR,1
Pseudiron,Female_disp_abbrev,Low,1
Pseudiron,Habit_prim,Sprawler,1
Pseudiron,Max_body_size_abbrev,Medium,1
Pseudiron,Resp_abbrev,Gills,1
Pseudiron,Rheophily_abbrev,depo,0.666666667
Pseudiron,Rheophily_abbrev,eros,0.333333333
Pseudiron,Thermal_pref,Warm eurythermal (15-30 C),1
Pseudiron,Voltinism_abbrev,Univoltine,1
Pseudocentroptiloides,Feed_prim_abbrev,CG,1
Pseudocentroptiloides,Habit_prim,Clinger,0.5
Pseudocentroptiloides,Habit_prim,Swimmer,0.5
Pseudocentroptiloides,Habit_sec,Clinger,1
Pseudocentroptiloides,Max_body_size_abbrev,Small,1
Pseudocentroptiloides,Resp_abbrev,Gills,1
Pseudochironomus,Emerge_season_1,Spring,0.2
Pseudochironomus,Emerge_season_1,Summer,0.6
Pseudochironomus,Emerge_season_1,Winter,0.2
Pseudochironomus,Emerge_season_2,Fall,0.666666667
Pseudochironomus,Emerge_season_2,Summer,0.333333333
Pseudochironomus,Feed_prim_abbrev,CG,1
Pseudochironomus,Habit_prim,Burrower,1
Pseudochironomus,Max_body_size_abbrev,Small,1
Pseudochironomus,Resp_abbrev,Tegument,1
Pseudochironomus,Rheophily_abbrev,depo,0.333333333
Pseudochironomus,Rheophily_abbrev,depo_eros,0.666666667
Pseudochironomus,Thermal_pref,Cold-cool eurythermal (0-15 C),0.2
Pseudochironomus,Thermal_pref,Cool-warm eurythermal (5-30 C),0.4
Pseudochironomus,Thermal_pref,Warm eurythermal (15-30 C),0.4
Pseudochironomus,Voltinism_abbrev,Bi_multivoltine,0.666666667
Pseudochironomus,Voltinism_abbrev,Semivoltine,0.333333333
Pseudocloeon,AdultFlyingStrength_abbrev,Weak,1
Pseudocloeon,Emerge_season_1,Spring,0.4
Pseudocloeon,Emerge_season_1,Summer,0.4
Pseudocloeon,Emerge_season_1,Winter,0.2
Pseudocloeon,Emerge_season_2,Fall,0.416666667
Pseudocloeon,Emerge_season_2,Spring,0.166666667
Pseudocloeon,Emerge_season_2,Summer,0.416666667
Pseudocloeon,Emerge_synch_abbrev,Poorly,1
Pseudocloeon,Feed_mode_sec,HB,1
Pseudocloeon,Feed_prim_abbrev,CG,0.7
Pseudocloeon,Feed_prim_abbrev,HB,0.3
Pseudocloeon,Female_disp_abbrev,Low,1
Pseudocloeon,Habit_prim,Clinger,0.571428571
Pseudocloeon,Habit_prim,Swimmer,0.428571429
Pseudocloeon,Max_body_size_abbrev,Small,1
Pseudocloeon,Resp_abbrev,Gills,1
Pseudocloeon,Rheophily_abbrev,depo,0.111111111
Pseudocloeon,Rheophily_abbrev,depo_eros,0.555555556
Pseudocloeon,Rheophily_abbrev,eros,0.333333333
Pseudocloeon,Thermal_pref,Cold-cool eurythermal (0-15 C),0.25
Pseudocloeon,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Pseudocloeon,Thermal_pref,Warm eurythermal (15-30 C),0.25
Pseudocloeon,Voltinism_abbrev,Bi_multivoltine,0.625
Pseudocloeon,Voltinism_abbrev,Univoltine,0.375
Pseudodiamesa,Emerge_season_1,Spring,0.25
Pseudodiamesa,Emerge_season_1,Summer,0.5
Pseudodiamesa,Emerge_season_1,Winter,0.25
Pseudodiamesa,Emerge_season_2,Fall,0.25
Pseudodiamesa,Emerge_season_2,Summer,0.75
Pseudodiamesa,Feed_prim_abbrev,CG,1
Pseudodiamesa,Habit_prim,Sprawler,1
Pseudodiamesa,Max_body_size_abbrev,Medium,1
Pseudodiamesa,Rheophily_abbrev,eros,1
Pseudodiamesa,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Pseudodiamesa,Voltinism_abbrev,Bi_multivoltine,0.666666667
Pseudodiamesa,Voltinism_abbrev,Univoltine,0.333333333
Pseudogoera,AdultFlyingStrength_abbrev,Weak,1
Pseudogoera,Emerge_synch_abbrev,Well,1
Pseudogoera,Feed_prim_abbrev,PR,1
Pseudogoera,Female_disp_abbrev,Low,1
Pseudogoera,Habit_prim,Sprawler,1
Pseudogoera,Max_body_size_abbrev,Medium,0.5
Pseudogoera,Max_body_size_abbrev,Small,0.5
Pseudogoera,Resp_abbrev,Gills,1
Pseudogoera,Rheophily_abbrev,depo_eros,1
Pseudogoera,Thermal_pref,Cold-cool eurythermal (0-15 C),0.5
Pseudogoera,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Pseudogoera,Voltinism_abbrev,Univoltine,1
Pseudokiefferiella,Emerge_season_1,Spring,0.5
Pseudokiefferiella,Emerge_season_1,Winter,0.5
Pseudokiefferiella,Emerge_season_2,Fall,0.5
Pseudokiefferiella,Emerge_season_2,Spring,0.5
Pseudokiefferiella,Feed_prim_abbrev,CG,1
Pseudokiefferiella,Habit_prim,Sprawler,1
Pseudokiefferiella,Max_body_size_abbrev,Small,1
Pseudokiefferiella,Rheophily_abbrev,depo_eros,1
Pseudokiefferiella,Thermal_pref,Cold stenothermal (<5 C),1
Pseudolimnophila,AdultFlyingStrength_abbrev,Weak,1
Pseudolimnophila,Emerge_synch_abbrev,Poorly,1
Pseudolimnophila,Feed_prim_abbrev,PR,1
Pseudolimnophila,Female_disp_abbrev,Low,1
Pseudolimnophila,Habit_prim,Burrower,1
Pseudolimnophila,Max_body_size_abbrev,Medium,1
Pseudolimnophila,Resp_abbrev,Gills,1
Pseudolimnophila,Rheophily_abbrev,depo_eros,1
Pseudolimnophila,Voltinism_abbrev,Univoltine,1
Pseudorthocladius,Feed_prim_abbrev,CG,1
Pseudorthocladius,Habit_prim,Sprawler,1
Pseudorthocladius,Rheophily_abbrev,eros,1
Pseudorthocladius,Voltinism_abbrev,Univoltine,1
Pseudosmittia,AdultFlyingStrength_abbrev,Strong,1
Pseudosmittia,Feed_prim_abbrev,CG,1
Pseudosmittia,Habit_prim,Sprawler,1
Pseudosmittia,Max_body_size_abbrev,Small,1
Pseudosmittia,Resp_abbrev,Tegument,1
Pseudosmittia,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Pseudosmittia,Voltinism_abbrev,Bi_multivoltine,0.5
Pseudosmittia,Voltinism_abbrev,Univoltine,0.5
Pseudostenophylax,AdultFlyingStrength_abbrev,Weak,1
Pseudostenophylax,Emerge_synch_abbrev,Well,1
Pseudostenophylax,Feed_prim_abbrev,SH,1
Pseudostenophylax,Female_disp_abbrev,Low,1
Pseudostenophylax,Habit_prim,Sprawler,1
Pseudostenophylax,Max_body_size_abbrev,Large,0.8
Pseudostenophylax,Max_body_size_abbrev,Medium,0.2
Pseudostenophylax,Resp_abbrev,Gills,1
Pseudostenophylax,Rheophily_abbrev,depo_eros,1
Pseudostenophylax,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Pseudostenophylax,Voltinism_abbrev,Univoltine,1
Psilometriocnemus,Feed_prim_abbrev,CG,1
Psilometriocnemus,Habit_prim,Sprawler,1
Psilometriocnemus,Thermal_pref,Cold stenothermal (<5 C),1
Psilometriocnemus,Voltinism_abbrev,Univoltine,1
Psilopa,Feed_mode_sec,SH,1
Psilopa,Feed_prim_abbrev,CG,1
Psilopa,Habit_sec,Burrower,1
Psilotreta,AdultFlyingStrength_abbrev,Weak,1
Psilotreta,Emerge_synch_abbrev,Well,1
Psilotreta,Feed_prim_abbrev,HB,1
Psilotreta,Female_disp_abbrev,Low,1
Psilotreta,Habit_prim,Sprawler,1
Psilotreta,Max_body_size_abbrev,Medium,1
Psilotreta,Resp_abbrev,Gills,1
Psilotreta,Rheophily_abbrev,depo_eros,0.75
Psilotreta,Rheophily_abbrev,eros,0.25
Psilotreta,Thermal_pref,Cold-cool eurythermal (0-15 C),0.333333333
Psilotreta,Thermal_pref,Cool-warm eurythermal (5-30 C),0.333333333
Psilotreta,Thermal_pref,Warm eurythermal (15-30 C),0.333333333
Psilotreta,Voltinism_abbrev,Univoltine,1
Psorophora,Emerge_season_1,Spring,1
Psorophora,Emerge_season_2,Fall,1
Psorophora,Feed_mode_sec,CF,1
Psorophora,Feed_prim_abbrev,CF,0.2
Psorophora,Feed_prim_abbrev,PR,0.8
Psorophora,Habit_prim,Planktonic,0.333333333
Psorophora,Habit_prim,Swimmer,0.666666667
Psorophora,Habit_sec,Swimmer,1
Psorophora,Resp_abbrev,Plastron_spiracle,1
Psorophora,Thermal_pref,Warm eurythermal (15-30 C),1
Psychoda,AdultFlyingStrength_abbrev,Weak,1
Psychoda,Emerge_synch_abbrev,Poorly,1
Psychoda,Feed_prim_abbrev,CG,1
Psychoda,Female_disp_abbrev,Low,1
Psychoda,Habit_prim,Burrower,1
Psychoda,Max_body_size_abbrev,Small,1
Psychoda,Resp_abbrev,Plastron_spiracle,1
Psychoda,Rheophily_abbrev,depo,1
Psychoda,Thermal_pref,Warm eurythermal (15-30 C),1
Psychoda,Voltinism_abbrev,Bi_multivoltine,1
Psychoglypha,AdultFlyingStrength_abbrev,Weak,1
Psychoglypha,Emerge_synch_abbrev,Well,1
Psychoglypha,Feed_prim_abbrev,CG,1
Psychoglypha,Female_disp_abbrev,Low,1
Psychoglypha,Habit_prim,Sprawler,1
Psychoglypha,Max_body_size_abbrev,Large,1
Psychoglypha,Resp_abbrev,Gills,1
Psychoglypha,Rheophily_abbrev,eros,1
Psychoglypha,Thermal_pref,Cold-cool eurythermal (0-15 C),0.857142857
Psychoglypha,Thermal_pref,Cool-warm eurythermal (5-30 C),0.142857143
Psychoglypha,Voltinism_abbrev,Univoltine,1
Psychomyia,AdultFlyingStrength_abbrev,Weak,1
Psychomyia,Emerge_synch_abbrev,Well,1
Psychomyia,Feed_prim_abbrev,CG,0.875
Psychomyia,Feed_prim_abbrev,HB,0.125
Psychomyia,Female_disp_abbrev,High,1
Psychomyia,Habit_prim,Clinger,1
Psychomyia,Max_body_size_abbrev,Small,1
Psychomyia,Resp_abbrev,Tegument,1
Psychomyia,Rheophily_abbrev,eros,1
Psychomyia,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Psychomyia,Thermal_pref,Warm eurythermal (15-30 C),0.5
Psychomyia,Voltinism_abbrev,Univoltine,1
Psychoronia,AdultFlyingStrength_abbrev,Weak,1
Psychoronia,Emerge_synch_abbrev,Well,1
Psychoronia,Feed_prim_abbrev,SH,1
Psychoronia,Female_disp_abbrev,Low,1
Psychoronia,Habit_prim,Sprawler,1
Psychoronia,Max_body_size_abbrev,Medium,1
Psychoronia,Resp_abbrev,Gills,1
Psychoronia,Rheophily_abbrev,depo_eros,1
Psychoronia,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Psychoronia,Voltinism_abbrev,Univoltine,1
Pteronarcella,AdultFlyingStrength_abbrev,Weak,1
Pteronarcella,Emerge_season_1,Spring,1
Pteronarcella,Emerge_season_2,Fall,0.5
Pteronarcella,Emerge_season_2,Summer,0.5
Pteronarcella,Emerge_synch_abbrev,Well,1
Pteronarcella,Feed_prim_abbrev,SH,1
Pteronarcella,Female_disp_abbrev,Low,1
Pteronarcella,Habit_prim,Clinger,1
Pteronarcella,Max_body_size_abbrev,Medium,1
Pteronarcella,Resp_abbrev,Gills,1
Pteronarcella,Rheophily_abbrev,depo_eros,0.666666667
Pteronarcella,Rheophily_abbrev,eros,0.333333333
Pteronarcella,Thermal_pref,Cold-cool eurythermal (0-15 C),0.333333333
Pteronarcella,Thermal_pref,Cool-warm eurythermal (5-30 C),0.666666667
Pteronarcella,Voltinism_abbrev,Semivoltine,1
Pteronarcys,AdultFlyingStrength_abbrev,Strong,1
Pteronarcys,Emerge_season_1,Spring,0.9
Pteronarcys,Emerge_season_1,Winter,0.1
Pteronarcys,Emerge_season_2,Spring,0.25
Pteronarcys,Emerge_season_2,Summer,0.625
Pteronarcys,Emerge_season_2,Winter,0.125
Pteronarcys,Emerge_synch_abbrev,Well,1
Pteronarcys,Feed_prim_abbrev,HB,0.1
Pteronarcys,Feed_prim_abbrev,SH,0.9
Pteronarcys,Female_disp_abbrev,High,1
Pteronarcys,Habit_prim,Clinger,1
Pteronarcys,Max_body_size_abbrev,Large,1
Pteronarcys,Resp_abbrev,Gills,1
Pteronarcys,Rheophily_abbrev,depo_eros,0.5
Pteronarcys,Rheophily_abbrev,eros,0.5
Pteronarcys,Thermal_pref,Cold-cool eurythermal (0-15 C),0.5
Pteronarcys,Thermal_pref,Cool-warm eurythermal (5-30 C),0.375
Pteronarcys,Thermal_pref,Warm eurythermal (15-30 C),0.125
Pteronarcys,Voltinism_abbrev,Semivoltine,0.875
Pteronarcys,Voltinism_abbrev,Univoltine,0.125
Ptilostomis,AdultFlyingStrength_abbrev,Strong,0.5
Ptilostomis,AdultFlyingStrength_abbrev,Weak,0.5
Ptilostomis,Emerge_season_1,Summer,1
Ptilostomis,Emerge_season_2,Summer,1
Ptilostomis,Emerge_synch_abbrev,Well,1
Ptilostomis,Feed_prim_abbrev,PR,0.25
Ptilostomis,Feed_prim_abbrev,SH,0.75
Ptilostomis,Female_disp_abbrev,High,1
Ptilostomis,Habit_prim,Climber,0.5
Ptilostomis,Habit_prim,Clinger,0.5
Ptilostomis,Max_body_size_abbrev,Large,1
Ptilostomis,Resp_abbrev,Gills,1
Ptilostomis,Rheophily_abbrev,depo_eros,1
Ptilostomis,Thermal_pref,Cold-cool eurythermal (0-15 C),0.2
Ptilostomis,Thermal_pref,Cool-warm eurythermal (5-30 C),0.8
Ptilostomis,Voltinism_abbrev,Univoltine,1
Ptinella,Habit_prim,Burrower,1
Ptinella,Max_body_size_abbrev,Small,1
Ptinella,Voltinism_abbrev,Semivoltine,1
Ptychoptera,AdultFlyingStrength_abbrev,Weak,1
Ptychoptera,Emerge_synch_abbrev,Poorly,1
Ptychoptera,Feed_prim_abbrev,CG,1
Ptychoptera,Female_disp_abbrev,Low,1
Ptychoptera,Habit_prim,Burrower,1
Ptychoptera,Max_body_size_abbrev,Large,0.5
Ptychoptera,Max_body_size_abbrev,Medium,0.5
Ptychoptera,Resp_abbrev,Plastron_spiracle,1
Ptychoptera,Rheophily_abbrev,depo,1
Ptychoptera,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Ptychoptera,Thermal_pref,Warm eurythermal (15-30 C),0.5
Ptychoptera,Voltinism_abbrev,Univoltine,1
Pycnopsyche,AdultFlyingStrength_abbrev,Weak,1
Pycnopsyche,Emerge_synch_abbrev,Well,1
Pycnopsyche,Feed_prim_abbrev,SH,1
Pycnopsyche,Female_disp_abbrev,Low,1
Pycnopsyche,Habit_prim,Sprawler,1
Pycnopsyche,Max_body_size_abbrev,Large,1
Pycnopsyche,Resp_abbrev,Gills,1
Pycnopsyche,Rheophily_abbrev,depo,0.2
Pycnopsyche,Rheophily_abbrev,depo_eros,0.6
Pycnopsyche,Rheophily_abbrev,eros,0.2
Pycnopsyche,Thermal_pref,Cold-cool eurythermal (0-15 C),0.285714286
Pycnopsyche,Thermal_pref,Cool-warm eurythermal (5-30 C),0.714285714
Pycnopsyche,Voltinism_abbrev,Univoltine,1
Pyrrhalta,Emerge_season_2,Summer,1
Pyrrhalta,Feed_prim_abbrev,CF,0.5
